WO#,Title,Status,Type,Silo/Lane,Stage,Owner,SpecPath,ResultPath,Notes
333,Village Death No Dtt Atb Trigger,Spec,fix,,,,WorkOrders/WORK_ORDER_333_village_death_no_dtt_atb_trigger.md,,spec Status: REVIEW - verify against current canon (no DTT)
334,Asset Orient Inspect Tool,Spec,docs,,,,WorkOrders/WORK_ORDER_334_asset_orient_inspect_tool.md,,"spec Status: SPEC (owner 2026-06-07 - ""yes, build it"").** **Lane:** 10 (Build/Tooling). **Seed:** the"
334,Tower Placement Rotate Menu,Ready,feature,,,,WorkOrders/WORK_ORDER_334_tower_placement_rotate_menu.md,,spec Status: READY TO IMPLEMENT
335,Atb Capsule Primitive Bug,Ready,fix,,,,WorkOrders/WORK_ORDER_335_atb_capsule_primitive_bug.md,,spec Status: READY TO IMPLEMENT
336,Atb Village Wall Environment,Ready,feature,,,,WorkOrders/WORK_ORDER_336_atb_village_wall_environment.md,,spec Status: READY TO IMPLEMENT
337,Pet House Dialogue Overlap,Ready,fix,,,,WorkOrders/WORK_ORDER_337_pet_house_dialogue_overlap.md,,spec Status: READY TO IMPLEMENT
338,Echo Hollow Rebrand,Ready,fix,,,,WorkOrders/WORK_ORDER_338_echo_hollow_rebrand.md,,spec Status: READY TO IMPLEMENT
339,Save Schema Version Bump Quest State,Ready,feature,,,,WorkOrders/WORK_ORDER_339_save_schema_version_bump_quest_state.md,,spec Status: READY TO IMPLEMENT
340,Persistplayerprefs Migration Elder Data,Ready,feature,,,,WorkOrders/WORK_ORDER_340_persistplayerprefs_migration_elder_data.md,,spec Status: READY TO IMPLEMENT
341,Backend Auth Token Refresh Flow,Ready,feature,,,,WorkOrders/WORK_ORDER_341_backend_auth_token_refresh_flow.md,,spec Status: READY TO IMPLEMENT
342,Webgl Memory Optimization Pass,Ready,feature,,,,WorkOrders/WORK_ORDER_342_webgl_memory_optimization_pass.md,,spec Status: READY TO IMPLEMENT
343,Analytics Event Batching Backend Flush,Ready,feature,,,,WorkOrders/WORK_ORDER_343_analytics_event_batching_backend_flush.md,,spec Status: READY TO IMPLEMENT
352,Structure Preview Panel,Ready,feature,,,,WorkOrders/WORK_ORDER_352_structure_preview_panel.md,,spec Status: READY TO IMPLEMENT
353,Palette Filters,Ready,feature,,,,WorkOrders/WORK_ORDER_353_palette_filters.md,,spec Status: READY TO IMPLEMENT
354,Upgrade Synergy System,Ready,feature,,,,WorkOrders/WORK_ORDER_354_upgrade_synergy_system.md,,spec Status: READY TO IMPLEMENT
355,Portrait Responsiveness,Ready,feature,,,,WorkOrders/WORK_ORDER_355_portrait_responsiveness.md,,spec Status: READY TO IMPLEMENT
356,Placement Validation Grid,Ready,feature,,,,WorkOrders/WORK_ORDER_356_placement_validation_grid.md,,spec Status: READY TO IMPLEMENT
357,Mobile Touch Accessibility,Ready,feature,,,,WorkOrders/WORK_ORDER_357_mobile_touch_accessibility.md,,spec Status: READY TO IMPLEMENT
358,Yarn Spinner Welcome,RESULT-filed,feature,,,,WorkOrders/WORK_ORDER_358_yarn_spinner_welcome.md,WorkOrders/WORK_ORDER_358_yarn_spinner_welcome.RESULT.md,RESULT filed; spec Status: READY TO IMPLEMENT
359,Combat Feedback Hits,Ready,feature,,,,WorkOrders/WORK_ORDER_359_combat_feedback_hits.md,,spec Status: READY TO IMPLEMENT
360,Companion Echo Outpost,Ready,feature,,,,WorkOrders/WORK_ORDER_360_companion_echo_outpost.md,,spec Status: READY TO IMPLEMENT
361,Wave Rewards Passive Xp,Ready,feature,,,,WorkOrders/WORK_ORDER_361_wave_rewards_passive_xp.md,,spec Status: READY TO IMPLEMENT
362,Enemy Wave Composition,Ready,feature,,,,WorkOrders/WORK_ORDER_362_enemy_wave_composition.md,,spec Status: READY TO IMPLEMENT
363,Character Orientation Validation,Ready,fix,,,,WorkOrders/WORK_ORDER_363_character_orientation_validation.md,,spec Status: READY TO IMPLEMENT
364,Companion Hero Gear Setup,Ready,feature,,,,WorkOrders/WORK_ORDER_364_companion_hero_gear_setup.md,,spec Status: READY TO IMPLEMENT
365,Character Idle Pose States,Ready,feature,,,,WorkOrders/WORK_ORDER_365_character_idle_pose_states.md,,spec Status: READY TO IMPLEMENT
366,Idle Routines,Ready,feature,,,,WorkOrders/WORK_ORDER_366_idle_routines.md,,spec Status: READY TO IMPLEMENT
367,Town Camera Distance,Ready,feature,,,,WorkOrders/WORK_ORDER_367_town_camera_distance.md,,spec Status: READY TO IMPLEMENT
368,Camera Movement Regression,RESULT-filed,fix,,,,WorkOrders/WORK_ORDER_368_camera_movement_regression.md,WorkOrders/WORK_ORDER_368_camera_movement_regression.RESULT.md,RESULT filed; spec Status: READY TO IMPLEMENT
369,Arena Monument Landmark,Ready,feature,,,,WorkOrders/WORK_ORDER_369_arena_monument_landmark.md,,spec Status: READY TO IMPLEMENT
370,Arena Monument Vfx Aura,Ready,feature,,,,WorkOrders/WORK_ORDER_370_arena_monument_vfx_aura.md,,spec Status: READY TO IMPLEMENT
371,Combat Audio Sfx,Ready,feature,,,,WorkOrders/WORK_ORDER_371_combat_audio_sfx.md,,spec Status: READY TO IMPLEMENT
372,Battle Music System,Ready,feature,,,,WorkOrders/WORK_ORDER_372_battle_music_system.md,,spec Status: READY TO IMPLEMENT
373,Critical Regression Gates,Ready,fix,,,,WorkOrders/WORK_ORDER_373_critical_regression_gates.md,,spec Status: READY TO IMPLEMENT
374,Character Selection Ui Fix,Ready,fix,,,,WorkOrders/WORK_ORDER_374_character_selection_ui_fix.md,,spec Status: READY TO IMPLEMENT
375,Yarn Spinner Threading Debug Fix,Ready,fix,,,,WorkOrders/WORK_ORDER_375_yarn_spinner_threading_debug_fix.md,,spec Status: READY TO IMPLEMENT
376,Hero Pose Initialization,Ready,feature,,,,WorkOrders/WORK_ORDER_376_hero_pose_initialization.md,,spec Status: READY TO IMPLEMENT
377,Dialogue Input Blocking,Ready,fix,,,,WorkOrders/WORK_ORDER_377_dialogue_input_blocking.md,,spec Status: READY TO IMPLEMENT
378,Town Hud Modernization,Ready,feature,,,,WorkOrders/WORK_ORDER_378_town_hud_modernization.md,,spec Status: READY TO IMPLEMENT
379,Echo Dialogue Summoning,Ready,feature,,,,WorkOrders/WORK_ORDER_379_echo_dialogue_summoning.md,,spec Status: READY TO IMPLEMENT
380,Gear Icon Minimap Overlap,RESULT-filed,fix,,,,WorkOrders/WORK_ORDER_380_gear_icon_minimap_overlap.md,WorkOrders/WORK_ORDER_380_gear_icon_minimap_overlap.RESULT.md,RESULT filed; spec Status: READY TO IMPLEMENT
381,Atb Arena Cleanup,Ready,fix,,,,WorkOrders/WORK_ORDER_381_atb_arena_cleanup.md,,spec Status: READY TO IMPLEMENT
382,Hero Hp Consolidation,RESULT-filed,feature,,,,WorkOrders/WORK_ORDER_382_hero_hp_consolidation.md,WorkOrders/WORK_ORDER_382_hero_hp_consolidation.RESULT.md,RESULT filed; spec Status: READY TO IMPLEMENT
383,Castle Outerworld Seam Connection,Ready,fix,,,,WorkOrders/WORK_ORDER_383_castle_outerworld_seam_connection.md,,spec Status: READY TO IMPLEMENT
384,Castle Two Level Stairs,Ready,feature,,,,WorkOrders/WORK_ORDER_384_castle_two_level_stairs.md,,spec Status: READY TO IMPLEMENT
385,Castle Camera Fights Geometry,Spec,fix,,,,WorkOrders/WORK_ORDER_385_castle_camera_fights_geometry.md,,"spec Status: FADE FIX LANDED (commit 4291324, COMPILE_GATE_OK) - PENDING OWNER PLAYTEST. Global, not castle-only."
386,Battle Visualization System,Spec,feature,,,,WorkOrders/WORK_ORDER_386_battle_visualization_system.md,,spec Status: UNDERSTAND PHASE COMPLETE (documented below) - design/build pending the TARGET decision (0). Architecture recommended.
387,Camera Relative Movement,Done,fix,,,,WorkOrders/WORK_ORDER_387_camera_relative_movement.md,,spec Status: DONE - owner-playtested working 2026-06-09 (commit acb2c80; compiled + ran in editor).
388,Player Castle Arena Defender,Spec,feature,,,,WorkOrders/WORK_ORDER_388_player_castle_arena_defender.md,,spec Status: SPEC - implementation gated on the 2 verification questions (3). Surgical change is small; the glue depends on the verify result.
389,Arena Defense System,Spec,feature,,,,WorkOrders/WORK_ORDER_389_arena_defense_system.md,,spec Status: SPEC FINALIZED 2026-06-09 (consolidated with owner). Data/core + venue + defense-setup + defender-spawn + patterns BUILT this session; Attack flow + AI-attacker + matchmaking remain.
390,Battle Potion Loadout,Spec,feature,,,,WorkOrders/WORK_ORDER_390_battle_potion_loadout.md,,spec Status: SPEC - design captured; build AFTER the WO-389 defense loop is playable (deliberate scope order).
405,Ugui Design System,Ready,feature,,,,WorkOrders/WORK_ORDER_405_ugui_design_system.md,,spec Status: READY TO IMPLEMENT (foundation + ~50% already landed - see 7 Current State)
408,Texture Ship Audit,Spec,docs,,,,WorkOrders/WORK_ORDER_408_texture_ship_audit.md,,spec Status: SPEC / OWNER EYEBALL**  Lane 10 Build/Perf  P0  2026-06-13  By: CLI
411,Town Hud Mockup Match,Spec,docs,,,,WorkOrders/WORK_ORDER_411_town_hud_mockup_match.md,,spec Status: BLOCKED - Depends On **WO-405** (design-system foundation). CLI must NOT pick up until unblocked.
413,Upgradable Building Menu,Ready,docs,,,,WorkOrders/WORK_ORDER_413_upgradable_building_menu.md,,spec Status: READY TO IMPLEMENT
414,Store Stock From Db,Spec,docs,,,,WorkOrders/WORK_ORDER_414_store_stock_from_db.md,,spec Status: SUPERSEDED - do not implement from this file.
429,Store Stock From Db,Ready,docs,,,,WorkOrders/WORK_ORDER_429_store_stock_from_db.md,,spec Status: READY (client side) - depends on a backend GET endpoint (React repo)
430,Handover Triage Detailed Work Orders,Ready,fix,,,,WorkOrders/WORK_ORDER_430_Handover_Triage_Detailed_Work_Orders.md,,spec Status: READY TO IMPLEMENT
430,City Upgrades Modifiers,Ready,fix,,,,WorkOrders/WORK_ORDER_430_city_upgrades_modifiers.md,,spec Status: READY TO IMPLEMENT
430,Comprehensive Instrumentation Tgvru,Ready,fix,,,,WorkOrders/WORK_ORDER_430_comprehensive_instrumentation_TGVRU.md,,spec Status: READY TO IMPLEMENT (active mandate)
430,Gear Catalog From Db,Spec,docs,,,,WorkOrders/WORK_ORDER_430_gear_catalog_from_db.md,,spec Status: SPEC / NEEDS DECISION + BACKEND REPO.** Not safe to blind-build in the Unity repo alone.
430,Offline Troop Garrison Defense,Spec,docs,,,,WorkOrders/WORK_ORDER_430_offline_troop_garrison_defense.md,,spec Status: SPEC - queued (post V1 / post Pi-loop).** Priority: V1 loop polish (NOT Pi critical path).
430,Ui Mvvm Seam,Ready,docs,,,,WorkOrders/WORK_ORDER_430_ui_mvvm_seam.md,,spec Status: READY TO IMPLEMENT
431,Raid Rewards Victory,RESULT-filed,feature,,,,WorkOrders/WORK_ORDER_431_raid_rewards_victory.md,WorkOrders/WORK_ORDER_431_shop_mvvm_slice.RESULT.md,RESULT filed; spec Status: READY TO IMPLEMENT
431,Shop Mvvm Slice,RESULT-filed,docs,,,,WorkOrders/WORK_ORDER_431_shop_mvvm_slice.md,WorkOrders/WORK_ORDER_431_shop_mvvm_slice.RESULT.md,RESULT filed; spec Status: READY TO IMPLEMENT
432,Building Perk Research Techtree,Ready,docs,,,,WorkOrders/WORK_ORDER_432_building_perk_research_techtree.md,,spec Status: READY TO IMPLEMENT** (owner-designed 2026-06-20; WO# provisional - confirm vs
432,Shared Party Nameplate,Ready,feature,,,,WorkOrders/WORK_ORDER_432_shared_party_nameplate.md,,spec Status: READY TO IMPLEMENT
432,Shop Blink Subelements,Ready,fix,,,,WorkOrders/WORK_ORDER_432_shop_blink_subelements.md,,spec Status: READY TO IMPLEMENT
433,Shop Blink Cohesion,RESULT-filed,feature,,,,WorkOrders/WORK_ORDER_433_shop_blink_cohesion.md,WorkOrders/WORK_ORDER_433_shop_blink_cohesion.RESULT.md,RESULT filed; spec Status: READY TO IMPLEMENT**  Follow-on to WO-431 (MVVM) + WO-432 (slot plates).
433,Victory Screen Width,RESULT-filed,feature,,,,WorkOrders/WORK_ORDER_433_victory_screen_width.md,WorkOrders/WORK_ORDER_433_shop_blink_cohesion.RESULT.md,RESULT filed; spec Status: READY TO IMPLEMENT
433,Village2 Raid Destination,RESULT-filed,feature,,,,WorkOrders/WORK_ORDER_433_village2_raid_destination.md,WorkOrders/WORK_ORDER_433_shop_blink_cohesion.RESULT.md,RESULT filed; spec Status: SPEC - owner design sign-off needed on 3 decisions (defaults proposed so the loop can build v1).
434,Inventory Mvvm Viewer,RESULT-filed,feature,,,,WorkOrders/WORK_ORDER_434_inventory_mvvm_viewer.md,WorkOrders/WORK_ORDER_434_inventory_mvvm_viewer.RESULT.md,RESULT filed; spec Status: READY TO IMPLEMENT (phased)**  Follow-on to WO-431/432/433 (shop arc proved the pattern).
435,Blink Prefab View Migration,Ready,feature,,,,WorkOrders/WORK_ORDER_435_blink_prefab_view_migration.md,,spec Status: SPEC - NOT READY TO IMPLEMENT.
435,Bridge Navmesh Clip,Ready,fix,,,,WorkOrders/WORK_ORDER_435_bridge_navmesh_clip.md,,spec Status: READY TO IMPLEMENT
435,Weapon Grip Orientation,Spec,fix,,,,WorkOrders/WORK_ORDER_435_weapon_grip_orientation.md,,"spec Status: SUPERSEDED by WO-478 (2026-07-05)** - the 2026-06-18 ""FIX"" inverted native pivot trust and"
436,Enemy Green No Animation,Ready,fix,,,,WorkOrders/WORK_ORDER_436_enemy_green_no_animation.md,,spec Status: READY TO IMPLEMENT
436,Quest Board,Ready,feature,,,,WorkOrders/WORK_ORDER_436_quest_board.md,,"spec Status: SPEC (READY TO GROOM - not yet READY TO IMPLEMENT; see ""Open decision"" below)"
437,Bar Overflow Rectmask,Ready,fix,,,,WorkOrders/WORK_ORDER_437_bar_overflow_rectmask.md,,spec Status: READY TO IMPLEMENT
437,Combat Hud Tech Skin,Ready,feature,,,,WorkOrders/WORK_ORDER_437_combat_hud_tech_skin.md,,spec Status: READY TO IMPLEMENT**  Lane 4 UI/HUD  P1  Owner directive 2026-06-12
437,Input State Gate,Ready,feature,,,,WorkOrders/WORK_ORDER_437_input_state_gate.md,,spec Status: READY TO IMPLEMENT** (owner-confirmed rule 2026-06-17). Editor-closed (gate + felt-test).
438,Base Loop Rca Fixes,Ready,fix,,,,WorkOrders/WORK_ORDER_438_base_loop_rca_fixes.md,,spec Status: READY TO IMPLEMENT.** Editor-closed (gate + felt-test). Each item below is RCA'd (read-only
438,Compass Minimap Widget,Ready,fix,,,,WorkOrders/WORK_ORDER_438_compass_minimap_widget.md,,spec Status: READY TO IMPLEMENT
438,Global Tech Skin Rollout,Ready,docs,,,,WorkOrders/WORK_ORDER_438_global_tech_skin_rollout.md,,spec Status: READY TO IMPLEMENT (after WO-437)**  Lane 4 UI/HUD  P2  Owner directive 2026-06-12
439,Left Slide Panel,Ready,feature,,,,WorkOrders/WORK_ORDER_439_left_slide_panel.md,,spec Status: READY TO IMPLEMENT
439,Quest Board Collection,Ready,feature,,,,WorkOrders/WORK_ORDER_439_quest_board_collection.md,,"spec Status: READY TO IMPLEMENT** (feature). Editor-closed. Owner: ""quests grouped on a quest board from"
440,Atb Wiring,Ready,fix,,,,WorkOrders/WORK_ORDER_440_atb_wiring.md,,"spec Status: READY TO IMPLEMENT.** Editor-closed (gate). Owner: ""refine ATB - nothing really touches it,"
440,Resources Collapse Right,Ready,feature,,,,WorkOrders/WORK_ORDER_440_resources_collapse_right.md,,spec Status: READY TO IMPLEMENT
441,Raid Rescue Capture City Loop,Spec,feature,,,,WorkOrders/WORK_ORDER_441_raid_rescue_capture_city_loop.md,,"spec Status: DESIGN SPEC (phased).** Feature. The ""next natural step"" (owner 2026-06-17). Ties the raid"
442,Buildmode Wall Pay Validation,Ready,fix,,,,WorkOrders/WORK_ORDER_442_buildmode_wall_pay_validation.md,,spec Status: READY TO IMPLEMENT** (owner 2026-06-17). Editor-closed (gate + felt-test).
443,Web Remote Trace Audit,Spec,fix,,,,WorkOrders/WORK_ORDER_443_web_remote_trace_audit.md,,"spec Status: DESIGN SPEC.** Owner (2026-06-17): ""for the web version we need some audit in place - we'll"
444,Wrap Core Deep,Spec,fix,,,,WorkOrders/WORK_ORDER_444_wrap_core_deep.md,,"spec Status: STANDING STANDARD + phased coverage pass.** Owner (2026-06-17): ""the whole core should be"
445,Remote Feature Flags,Spec,feature,,,,WorkOrders/WORK_ORDER_445_remote_feature_flags.md,,"spec Status: DESIGN SPEC.** Owner (2026-06-17): ""enough safety flags where you can remotely turn off a"
446,Front Door Cold Open,Ready,feature,,,,WorkOrders/WORK_ORDER_446_front_door_cold_open.md,,"spec Status: READY TO IMPLEMENT.** Owner-directed (2026-06-17), storyboarded live + locked (v2)."
447,Hero Select Polish,Ready,feature,,,,WorkOrders/WORK_ORDER_447_hero_select_polish.md,,spec Status: READY TO IMPLEMENT** (design locked; functional verification done by agent 2026-06-17).
448,Hub Outerworld Seam Natural Transition,Ready,fix,,,,WorkOrders/WORK_ORDER_448_hub_outerworld_seam_natural_transition.md,,"spec Status: READY TO IMPLEMENT.** Owner-reported + agent-RCA'd 2026-06-17. Lane: World/seam (CastleHubBuilder,"
449,World Layout Distance Gated,Spec,fix,,,,WorkOrders/WORK_ORDER_449_world_layout_distance_gated.md,,"spec Status: DESIGN SPEC (do-it-right pass).** Owner-directed 2026-06-17 (""B - always do it right not fast"")."
450,Runtime Injector Fixes,Ready,fix,,,,WorkOrders/WORK_ORDER_450_runtime_injector_fixes.md,,"spec Status: READY TO IMPLEMENT.** RCA-verified 2026-06-17. Lane: Core injectors. **No bake, no scene edit** -"
451,Intro Shorten Bg Images No Shooting Stars,Ready,docs,,,,WorkOrders/WORK_ORDER_451_intro_shorten_bg_images_no_shooting_stars.md,,spec Status: READY TO IMPLEMENT
452,Autopilot Hardening Oracles,Ready,fix,,,,WorkOrders/WORK_ORDER_452_autopilot_hardening_oracles.md,,"spec Status: READY TO IMPLEMENT**  Lane: QA/Tooling (DevTools - isolated, no gameplay scene files)  P1"
453,Dev Capture Toolkit,Ready,fix,,,,WorkOrders/WORK_ORDER_453_dev_capture_toolkit.md,,"spec Status: READY TO IMPLEMENT**  Lane: QA/Tooling  P1  Owner directive 2026-06-13 (Grok-seeded, CLI-synthesized)"
453,Outerworld Gated Regions,Ready,feature,,,,WorkOrders/WORK_ORDER_453_outerworld_gated_regions.md,,"spec Status: READY TO IMPLEMENT (Region 1 first - prove ONE, then replicate)"
453,Troops,Spec,fix,,,,WorkOrders/WORK_ORDER_453_troops.md,,"spec Status: SPEC - owner template + relayed XP design + creative review, synthesized.** P1, Lane"
454,Faction Base Scene Generator,Ready,docs,,,,WorkOrders/WORK_ORDER_454_faction_base_scene_generator.md,,spec Status: READY TO IMPLEMENT**  Lane: Architect / World  P1  Est: 1-2 days CLI
454,Unified Quest System,Ready,feature,,,,WorkOrders/WORK_ORDER_454_unified_quest_system.md,,spec Status: READY TO IMPLEMENT
455,Custom Dialogue System,Ready,feature,,,,WorkOrders/WORK_ORDER_455_custom_dialogue_system.md,,spec Status: READY TO IMPLEMENT**  Owner executive decision (2026-06-20)
456,Wardrobe Cosmetics Data,Ready,docs,,,,WorkOrders/WORK_ORDER_456_wardrobe_cosmetics_data.md,,spec Status: SPEC DRAFT (not ready to implement - owner to ratify data shape first)
465,Premium Mobile Inventory,RESULT-filed,docs,,,,WorkOrders/WORK_ORDER_465_premium_mobile_inventory.md,WorkOrders/WORK_ORDER_465_premium_mobile_inventory.RESULT.md,RESULT filed; spec Status:  done (gate validated + committed locally)
466,Gear Display Equip And Anim,Spec,fix,,,,WorkOrders/WORK_ORDER_466_gear_display_equip_and_anim.md,,spec Status: DRAFT (spec) - finalize once the usage audit lands + imports are done.
467,Moat Bridges Seam Geometry,Ready,feature,,,,WorkOrders/WORK_ORDER_467_moat_bridges_seam_geometry.md,,"spec Status: SPEC / DESIGN-READY  World/Environment lane (serial, editor-closed bakes)  extends WO-467 RegionGate."
467,Region Gate System,Ready,docs,,,,WorkOrders/WORK_ORDER_467_region_gate_system.md,,spec Status: READY TO IMPLEMENT
468,Castle To Outerworld Redesign,Ready,feature,,,,WorkOrders/WORK_ORDER_468_castle_to_outerworld_redesign.md,,spec Status: READY TO IMPLEMENT (SME investigation in progress)
469,Shop Type Filter Buttons,Ready,docs,,,,WorkOrders/WORK_ORDER_469_shop_type_filter_buttons.md,,"spec Status: READY TO IMPLEMENT**  Drafted by read-only agent (2026-06-21), reconciled to code."
470,Hud Battle Context,Ready,docs,,,,WorkOrders/WORK_ORDER_470_hud_battle_context.md,,"spec Status: READY TO IMPLEMENT**  Drafted by read-only agent (2026-06-21), reconciled to code."
471,Panel Zorder Audit,Ready,fix,,,,WorkOrders/WORK_ORDER_471_panel_zorder_audit.md,,"spec Status: READY TO IMPLEMENT**  Drafted by read-only agent (2026-06-21), reconciled to code."
472,Bot Dev Instant Spawn,Ready,feature,,,,WorkOrders/WORK_ORDER_472_bot_dev_instant_spawn.md,,spec Status: PART A SHIPPED  PART B READY TO IMPLEMENT**  Owner request 2026-06-21.
473,Petselect Bypass,Ready,fix,,,,WorkOrders/WORK_ORDER_473_petselect_bypass.md,,"spec Status: READY TO IMPLEMENT** (held until editor closed)  F8 ticket (owner): ""PetSelect should be bypassed."""
474,Audio Master Toggle,Ready,fix,,,,WorkOrders/WORK_ORDER_474_audio_master_toggle.md,,"spec Status: READY TO IMPLEMENT** (held until editor closed)  F8 ticket (owner): ""audio on/off doesn't work."""
475,Stronghold To Player Settlement Conversion,Ready,feature,,,,WorkOrders/WORK_ORDER_475_stronghold_to_player_settlement_conversion.md,,spec Status: READY TO IMPLEMENT (spec complete)
476,Building Perk Research Surfacing,Ready,feature,,,,WorkOrders/WORK_ORDER_476_building_perk_research_surfacing.md,,spec Status: READY TO IMPLEMENT
477,Diag Log Level Noise,Ready,fix,,,,WorkOrders/WORK_ORDER_477_diag_log_level_noise.md,,spec Status: READY TO IMPLEMENT** (held until editor closed)  F8 tickets #3 + #7.
478,Weapon Grip Trust Native Pivot,RESULT-filed,fix,,,,WorkOrders/WORK_ORDER_478_weapon_grip_trust_native_pivot.md,WorkOrders/WORK_ORDER_478_weapon_grip_trust_native_pivot.RESULT.md,RESULT filed; spec Status: IMPLEMENTED @ `C:\EoA` (2026-07-05)** - this doc is the **CLI replication playbook** for Claude/UI to route to CLI on any branch/worktree. Do **not** re-debug the moat or re-litigate WO-435; apply these steps verbatim.
479,Scene Chunk Composer,Ready,feature,,,,WorkOrders/WORK_ORDER_479_scene_chunk_composer.md,,"spec Status: DESIGN - owner north-star (2026-06-21), ready to scope**  Supersedes the one-off Village2 builder approach."
480,Village2 Connected Interior Generator,Spec,feature,,,,WorkOrders/WORK_ORDER_480_village2_connected_interior_generator.md,,"spec Status: SOLVED (pass 4, 2026-06-21) - interior traverses arrival -> chokepoint -> keep ramp"
481,Knight Orcs V1 Vertical,Ready,docs,,,,WorkOrders/WORK_ORDER_481_knight_orcs_v1_vertical.md,,spec Status: READY TO IMPLEMENT (Phase 1 gate first)
482,Battlearena Bounded Json Module,Spec,feature,,,,WorkOrders/WORK_ORDER_482_battlearena_bounded_json_module.md,,"spec Status: DESIGN LOCKED (owner-directed, 2026-06-23). Supersedes the far-offset arena hack"
482,Overworld Encounter Realtime Battle,Spec,docs,,,,WorkOrders/WORK_ORDER_482_overworld_encounter_realtime_battle.md,,"spec Status: DESIGN SETTLED (owner 2026-06-23) - slice plan below; confirm the ONE fork in B, then implement."
483,V1 Roadmap And Queued Silos,Spec,docs,,,,WorkOrders/WORK_ORDER_483_v1_roadmap_and_queued_silos.md,,no Status line in spec
485,Winding Dungeon Generator,Ready,feature,,,,WorkOrders/WORK_ORDER_485_winding_dungeon_generator.md,,spec Status: DESIGN-COMPLETE / READY TO IMPLEMENT - BUT QUEUED BEHIND THE KNIGHT.
486,Store Preview Pane,Ready,feature,,,,WorkOrders/WORK_ORDER_486_store_preview_pane.md,,spec Status: READY TO IMPLEMENT
490,Offset Forge Alignment Tool,Ready,feature,,,,WorkOrders/WORK_ORDER_490_offset_forge_alignment_tool.md,,spec Status: READY TO IMPLEMENT (slice 1)  DevTools/Editor lane (isolated)  owner-greenlit 2026-06-23
491,Orc Family Animation Set,Ready,feature,,,,WorkOrders/WORK_ORDER_491_orc_family_animation_set.md,,spec Status: SPEC / READY  Combat/Animation lane  owner-requested 2026-06-23 (felt-test in BattleArena)
492,V2 Enemy Seam Traversal Grok,Ready,feature,,,,WorkOrders/WORK_ORDER_492_v2_enemy_seam_traversal_grok.md,,spec Status: TABLED / READY FOR BOTS  V2  Combat/AI + World lane  captured 2026-06-23 (Grok review)
493,Combat Feedback Game Feel,Ready,feature,,,,WorkOrders/WORK_ORDER_493_combat_feedback_game_feel.md,,spec Status: SPEC / READY  Combat/Presentation lane  owner-requested 2026-06-23 (arena felt-test)
494,Arena Combat Design Grok,Spec,feature,,,,WorkOrders/WORK_ORDER_494_arena_combat_design_grok.md,,spec Status: DESIGN / TABLED  Combat lane  captured 2026-06-23 (Grok review of the open-kite arena)
495,Themed Arena Scene,Ready,feature,,,,WorkOrders/WORK_ORDER_495_themed_arena_scene.md,,"spec Status: SPEC / BUILD-READY (creative agent, 2026-06-23)  Arena/Presentation lane"
496,Game Feel Research,Spec,feature,,,,WorkOrders/WORK_ORDER_496_game_feel_research.md,,"spec Status: RESEARCH / SEQUENCED  Combat+Economy feel  research agent, 2026-06-23 (source-backed)"
497,Combat Feedback Reuse Map,Spec,feature,,,,WorkOrders/WORK_ORDER_497_combat_feedback_reuse_map.md,,"spec Status: REFERENCE / BINDING before any WO-493/494/496 work  inventory agent, 2026-06-23"
498,Battle Ui Layout,Spec,feature,,,,WorkOrders/WORK_ORDER_498_battle_ui_layout.md,,spec Status: SPEC  HUD/Presentation lane  owner mockup 2026-06-23 (the visual TARGET)
499,Biome Arena Backdrops,Spec,feature,,,,WorkOrders/WORK_ORDER_499_biome_arena_backdrops.md,,spec Status: SPEC  Arena/Presentation lane  owner 2026-06-23 (art + vision delivered)
500,Weapon Armor Balance,Ready,feature,,,,WorkOrders/WORK_ORDER_500_weapon_armor_balance.md,,spec Status: PROPOSAL / DESIGN - READY FOR OWNER REVIEW (not yet READY TO IMPLEMENT)
501,Store View Redesign,Ready,feature,,,,WorkOrders/WORK_ORDER_501_store_view_redesign.md,,spec Status: PROPOSAL / READY TO IMPLEMENT (DESIGN pass - read-only survey done)
502,Weapon Vfx Differentiation,Ready,feature,,,,WorkOrders/WORK_ORDER_502_weapon_vfx_differentiation.md,,spec Status: READY TO IMPLEMENT
503,Single Hero Select,Ready,fix,,,,WorkOrders/WORK_ORDER_503_single_hero_select.md,,spec Status: READY TO IMPLEMENT
504,Battle Vfx Wow,Ready,feature,,,,WorkOrders/WORK_ORDER_504_battle_vfx_wow.md,,"spec Status: READY TO IMPLEMENT  VFX/Combat lane  owner directive 2026-06-24 (""most wow, we do right not easy"")"
505,Battle Closing,Done,fix,,,,WorkOrders/WORK_ORDER_505_battle_closing.md,,spec Status: DONE (gate + DataRegression verified; owner felt-verify pending)  Combat/Arena lane  2026-06-24
506,Battle Arena Scene Rebuild,Ready,feature,,,,WorkOrders/WORK_ORDER_506_battle_arena_scene_rebuild.md,,spec Status: READY TO IMPLEMENT (all decisions resolved owner+Grok 2026-06-24)  World/Arena lane  2026-06-24
507,Battle Hud 9Zone Polish,Ready,feature,,,,WorkOrders/WORK_ORDER_507_battle_hud_9zone_polish.md,,spec Status: READY TO IMPLEMENT (all decisions resolved owner+Grok 2026-06-24)  HUD/Presentation lane  2026-06-24
508,Normalize Locomotion,Ready,fix,,,,WorkOrders/WORK_ORDER_508_normalize_locomotion.md,,spec Status: READY TO IMPLEMENT (deferred - do when the animation system is touched deliberately)  Animation lane  2026-06-24
